,id,date,city,state,type,ideology,subideology,group,description,image
1320,66997,6/17/2024,Boca Raton,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of three facilities targeted in Boca Raton a day.),
1321,66998,6/17/2024,Boca Raton,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of three facilities targeted in Boca Raton a day.),
1322,66999,6/17/2024,Boynton Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1323,67000,6/17/2024,Clearwater,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1324,67001,6/17/2024,Coral Gables,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1325,67002,6/17/2024,Coral Springs,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1326,67003,6/17/2024,Fort Lauderdale,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1327,67004,6/17/2024,Fort Myers,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1328,67005,6/17/2024,Fort Walton Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1329,67006,6/17/2024,Gainesville,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1330,67007,6/17/2024,Hollywood,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1331,67008,6/17/2024,Jacksonville,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Jacksonville in a day.),
1332,67009,6/17/2024,Jacksonville,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Jacksonville in a day.),
1333,67010,6/17/2024,Longboat Key,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1334,67011,6/17/2024,Marco Island,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1335,67012,6/17/2024,Miami,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1336,67013,6/17/2024,Miami Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1337,67014,6/17/2024,Naples,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1338,67015,6/17/2024,Orlando,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1339,67016,6/17/2024,Ormond Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1340,67017,6/17/2024,Oviedo,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1341,67018,6/17/2024,Panama City,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1342,67019,6/17/2024,Parkland,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1343,67020,6/17/2024,Pensacola,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1344,67021,6/17/2024,Pinecrest,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1345,67022,6/17/2024,Plantation,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1346,67023,6/17/2024,Ponte Vedra Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1347,67024,6/17/2024,Port Charlotte,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1348,67025,6/17/2024,Port Saint Lucie,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1349,67026,6/17/2024,Saint Augustine,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1350,67027,6/17/2024,Sanibel,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1351,67028,6/17/2024,Sarasota,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1352,67029,6/17/2024,Sebring,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1353,67030,6/17/2024,Spring Hill,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1354,67031,6/17/2024,Stuart,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1355,67032,6/17/2024,Sun City,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1356,67033,6/17/2024,Tallahassee,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1357,67034,6/17/2024,Tampa,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Tampa in a day).,
1358,67035,6/17/2024,Tampa,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Tampa in a day).,
1359,67036,6/17/2024,Tarpon Springs,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1360,67037,6/17/2024,Vero Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1361,67038,6/17/2024,Viera,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1362,67039,6/17/2024,Wellington,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1363,67040,6/17/2024,West Palm Beach,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1364,67041,6/17/2024,Weston,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1365,67042,6/17/2024,Winter Haven,FL,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1366,67043,6/17/2024,Louisville,KY,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic letter from a known offender that read: ""The God of Israel is a God of lies, deception, avarice, conscription and coercion.""",
1367,67044,6/17/2024,West Bloomfield,MI,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1368,67045,6/17/2024,Syosset,NY,Antisemitic Incident:Vandalism,,,,Swastika graffiti was found on a building.,
1369,67046,6/17/2024,Beachwood,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Beachwood in a day.),
1370,67047,6/17/2024,Beachwood,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Beachwood in a day.),
1371,67048,6/17/2024,Cincinnati,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four facilities targeted in Cincinnati a day.),
1372,67049,6/17/2024,Cincinnati,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four facilities targeted in Cincinnati a day.),
1373,67050,6/17/2024,Cincinnati,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four facilities targeted in Cincinnati a day.),
1374,67051,6/17/2024,Cincinnati,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of four facilities targeted in Cincinnati a day.),
1375,67052,6/17/2024,Cleveland,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of three facilities targeted in Cleveland a day.),
1376,67053,6/17/2024,Cleveland,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of three facilities targeted in Cleveland a day.),
1377,67054,6/17/2024,Cleveland,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of three facilities targeted in Cleveland a day.),
1378,67055,6/17/2024,Columbus,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1379,67056,6/17/2024,Dayton,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1380,67057,6/17/2024,Hamilton,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Hamilton in a day.),
1381,67058,6/17/2024,Hamilton,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of two facilities targeted in Hamilton in a day.),
1382,67059,6/17/2024,Loveland,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1383,67060,6/17/2024,Mansfield,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1384,67061,6/17/2024,Piqua,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1385,67062,6/17/2024,Sylvania,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1386,67063,6/17/2024,Toledo,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1387,67064,6/17/2024,Worthington,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1388,67065,6/17/2024,Youngstown,OH,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1389,65950,6/16/2024,Swampscott,MA,Antisemitic Incident:Harassment,,,,A Jewish individual received a threatening antisemitic phone call from an anonymous number.,
1390,65983,6/16/2024,Portland,OR,Antisemitic Incident:Vandalism,,,White Lives Matter (WLM),"Individuals associated with the white supremacist group White Lives Matter pasted stickers on local businesses that read: ""It's okay to be white,"" ""I voted for Hitler"" and ""Don't Catch AIDS: Avoid Homosexual.""",
1391,66058,6/16/2024,San Jose,CA,Antisemitic Incident:Harassment,,,Goyim Defense League (GDL),"Individuals associated with the antisemitic Goyim Defense League distributed propaganda in a residential neighborhood that read: ""Every single aspect of Disney child grooming is Jewish.""",
1393,66995,6/16/2024,Manhattan,NY,Antisemitic Incident:Assault,,,,"A Jewish man wearing a kippah was attacked by an individual who yelled, ""Free Palestine"" and slurs and threw bottles at the victim.",
1394,65947,6/15/2024,Dallas,TX,Antisemitic Incident:Vandalism,,,,"Graffiti was spray-painted in a public park that read: ""Fuck Israel Zionist rot in hell.""",
1395,65951,6/15/2024,Manhattan,NY,Antisemitic Incident:Vandalism,,,,"A banner with a prayer on it hanging outside a synagogue was vandalized with the word: ""Palestine.""",
1396,66048,6/15/2024,Andover,NJ,Antisemitic Incident:Harassment,,,,An individual sent antisemitic messages to peers in a group text message.,
1397,66113,6/15/2024,Philadelphia,PA,Antisemitic Incident:Vandalism,,,,Swastika graffiti was painted in front of a supermarket.,
1398,66117,6/15/2024,Brooklyn,NY,Antisemitic Incident:Assault,,,,An individual knocked the yarmulkes and hats off of visibly Jewish people walking by.,
1403,66577,6/15/2024,Poplarville,MS,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""American by blood,"" ""For a new American nation state"" and ""Forward for a new American nation state.""",
1404,66585,6/15/2024,Columbia,MD,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Forward for a new American nation state,"" ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",
1405,66989,6/15/2024,Mountain Brook,AL,Antisemitic Incident:Harassment,,,,"Two individuals wore shirts that read: ""Fuck Israel Fuck Zionism"" at a grocery store. The individuals approached a member of the Jewish community and asked if he liked their shirts. When the Jewish person responded, ""No,"" the individuals said, ""Fuck you and go Hamas.""",
1406,66990,6/15/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"A Jewish organization received an antisemitic voice message from an individual who accused Israel of being ""the biggest welfare recipients"" and claimed that the Jewish community worships money.",
1407,66991,6/15/2024,Louisville,KY,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic letter from a known offender that read: ""The God of Israel is a God of lies, deception, avarice, conscription and coercion.""",
1408,66992,6/15/2024,Boston,MA,Antisemitic Incident:Vandalism,,,,A brick was thrown at a Holocaust Memorial.,
1409,66993,6/15/2024,Teaneck,NJ,Antisemitic Incident:Harassment,,,,An individual in a vehicle shouted an antisemitic slur at a child on the sidewalk.,
1410,66994,6/15/2024,Woodmere,NY,Antisemitic Incident:Harassment,,,,"A group of teenagers yelled, ""Hamas is coming for you"" at a visibly Jewish child while biking by.",
1411,64904,6/14/2024,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,"Swastika graffiti was found on the University of California, Los Angeles campus.",
1412,65942,6/14/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,"A Jewish individual was harassed on the subway by an individual who stated, ""Hitler killed Jews.""",
1413,65945,6/14/2024,Garden City,NY,Antisemitic Incident:Vandalism,,,,"A Starbucks was vandalized with spray-paint that read: ""Intifada is here"" with inverted red triangles.",
1414,65946,6/14/2024,Wichita,KS,Antisemitic Incident:Harassment,,,,An individual displayed a bumper sticker on their car that depicted a swastika and the number 1488.,
1415,66018,6/14/2024,Boca Raton,FL,Antisemitic Incident:Harassment,,,,An individual made online threats to commit a mass shooting at a synagogue.,
1416,66026,6/14/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"Following a middle school graduation ceremony, an individual stated to a Jewish family, ""Free Palestine, Gaza is Ours, Death to Israel.""",
1417,66128,6/14/2024,Manhattan,NY,Antisemitic Incident:Vandalism,,,,"Graffiti was written on a synagogue that read: ""Palestine.""",
1418,66193,6/14/2024,Boca Raton,FL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""American spirit, European blood,"" ""Reclaim America,"" ""American by blood"" and ""No Zionists in government, we serve one nation.""",
1419,66194,6/14/2024,Wildomar,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""For the nation, against the state,"" ""No Zionists in government, we serve one nation,"" ""Strong families, strong nations"" and ""Patriot Front.""",
1420,66325,6/14/2024,Long Beach,CA,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Defend American labor,"" ""Strong families, strong nations"" and ""No Zionists in government, we serve one nation.""",
1421,66466,6/14/2024,Edwardsville,IL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""Not stolen conquered"" and ""No Zionists in government we serve one nation.""",
1422,66504,6/14/2024,Houston,TX,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Patriot Front,"" ""Revolution is our tradition,"" ""Patriot Front,"" ""American spirit, European blood"" and ""No Zionists in government, we serve one nation.""",
1423,66521,6/14/2024,Marshall,MI,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,"Goyim Defense League (GDL),White Lives Matter (WLM)","Individuals associated with the white supremacist White Lives Matter network and antisemitic Goyim Defense League distributed propaganda that read: ""White Lives Matter"" and advertised two antisemitic films.",
1424,66528,6/14/2024,Farmington,CT,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Free occupied America,"" ""Reclaim America,"" ""No Zionists in government, we serve one nation"" and ""Patriot Front.""",
1425,66546,6/14/2024,Amesville,OH,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, distributed propaganda that read: ""No Zionists in government, we serve one nation,"" ""Reclaim America"" and ""To ourselves and our posterity.""",
1426,66547,6/14/2024,Greenville,NC,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation"" and ""America first.""",
1427,66548,6/14/2024,Brookings,SD,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""Free occupied America,"" ""America first"" and ""No Zionists in government, we serve one nation.""",
1428,66578,6/14/2024,Auburn,IL,Antisemitic Incident:Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""Strong families, strong nations,"" ""No Zionists in government, we serve one nation,"" ""Life, liberty, victory"" and ""United we stand.""",
1429,66985,6/14/2024,Louisville,KY,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic letter from a known offender that read: ""The God of Israel is a God of lies, deception, avarice, conscription and coercion."" (This incident represents one of three facilities targeted in Louisville in a day.)",
1430,66986,6/14/2024,Louisville,KY,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic letter from a known offender that read: ""The God of Israel is a God of lies, deception, avarice, conscription and coercion."" (This incident represents one of three facilities targeted in Louisville in a day.)",
1431,66987,6/14/2024,Louisville,KY,Antisemitic Incident:Harassment,,,,"A synagogue received an antisemitic letter from a known offender that read: ""The God of Israel is a God of lies, deception, avarice, conscription and coercion."" (This incident represents one of three facilities targeted in Louisville in a day.)",
1432,66988,6/14/2024,Hewlett,NY,Antisemitic Incident:Vandalism,,,,Swastika graffiti was found at a school.,
1433,65830,6/13/2024,Lafayette Hill,PA,Antisemitic Incident:Harassment,,,,"An Amazon driver yelled, ""Free Palestine"" at a group of Jewish children playing outside a rabbi's house who was hosting Shavuot services.",
1434,65943,6/13/2024,Miami,FL,Antisemitic Incident:Harassment,,,,"A Jewish non-profit received multiple antisemitic messages through their website, including stating, ""terrorist Jews"" and ""Hitler was right.""",
1435,65948,6/13/2024,Skokie,IL,Antisemitic Incident:Harassment,,,,"An individual driving by yelled, ""Free Palestine"" at a visibly Jewish family walking home from synagogue.",
1436,65949,6/13/2024,Fort Lauderdale,FL,Antisemitic Incident:Harassment,,,,"An individual accosted a visibly Jewish person at a pharmacy, stating, ""Are you one of those Jews that steals land?"" and ""I am racist. I am pro-Palestinian. I don't think that you should be stealing their land.""",
1437,65952,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day).,
1438,65953,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1439,65954,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1440,65955,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day).,
1441,65956,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1442,65957,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1443,65958,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1444,65959,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A Jewish community center received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day).,
1445,65960,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1446,65961,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A Chabad received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day).,
1447,65964,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1448,65965,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1449,65966,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1450,65967,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1451,65968,6/13/2024,Monroe,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1452,65969,6/13/2024,Manhattan,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1453,65970,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day).,
1454,65971,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1455,65972,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1456,65973,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A Chabad received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1457,65974,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1458,65975,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1459,65976,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1460,65977,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1461,65978,6/13/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat. (This incident represents one of twenty-four Jewish institutions targeted in a day.),
1462,65982,6/13/2024,Glendale,CA,Antisemitic Incident:Harassment,,,,"During a soccer game at a summer camp, a child stated to a Jewish camper, ""Free Palestine and kill Israel!""",
1463,65986,6/13/2024,Burbank,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of two synagogues targeted in a day).",
1464,65987,6/13/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of five synagogues targeted in a day).",
1465,65988,6/13/2024,Burbank,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of two synagogues targeted in a day).",
1466,65989,6/13/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of five synagogues targeted in a day).",
1467,65990,6/13/2024,Venice,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!""",
1468,65991,6/13/2024,Sacramento,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!""",
1469,65992,6/13/2024,Culver City,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!""",
1470,65993,6/13/2024,Pasadena,CA,Antisemitic Incident:Harassment,,,,"A Chabad received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!""",
1471,65994,6/13/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"American Jewish University received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!""",
1472,65995,6/13/2024,West Hollywood,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!""",
1473,65996,6/13/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of five synagogues targeted in a day).",
1474,65997,6/13/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of five synagogues targeted in a day).",
1475,65999,6/13/2024,Los Angeles,CA,Antisemitic Incident:Harassment,,,,"A synagogue received a threatening antisemitic email with the subject line: ""FILTHY JEW RATS!"" (This incident represents one of five synagogues targeted in a day).",
1476,66004,6/13/2024,Quechee,VT,Antisemitic Incident:Harassment,,,,A swastika was found drawn into the sand on a private beach.,
1477,66129,6/13/2024,Brooklyn,NY,Antisemitic Incident:Vandalism,,,,Swastika graffiti was drawn on a residential building.,
1478,66130,6/13/2024,Staten Island,NY,Antisemitic Incident:Assault,,,,"An individual in a car fired a gel pellet gun at a visibly Jewish passerby while yelling, ""Fuck the Jews, Free Palestine.""",
1479,66292,6/13/2024,Rockmart,GA,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Reclaim America,"" ""America first"" and ""American spirit, European blood.""",
1480,66980,6/13/2024,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,A swastika was carved into a gas station pump.,
1481,66981,6/13/2024,Los Angeles,CA,Antisemitic Incident:Vandalism,,,,"Anti-Israel protesters at California State University, Los Angeles, barricaded themselves inside a university building and vandalized the building, leaving messages such as: ""Falasteen Arabiye"" (""Palestine is Arab"" in Arabic).",
1482,66982,6/13/2024,Baltimore,MD,Antisemitic Incident:Harassment,,,,A synagogue received an antisemitic bomb threat.,
1483,66983,6/13/2024,Ann Arbor,MI,Antisemitic Incident:Harassment,,,,"A synagogue received an email from a known offender that read: ""Zionism = Nazism Judaism = Only Racist Religion on Earth Israel = Racist Jew Scum  European Jews = Fake Jews as told about in Revelation 2:9 and 3:9  6 Million Holocaust Lies are the foundation of SATANIC ISRAEL [sic].""",
1484,66984,6/13/2024,Westfield,NJ,Antisemitic Incident:Harassment,,,,A middle school student told a Jewish classmate that they believed Hitler was a good leader.,
1485,65934,6/12/2024,Chicago,IL,Antisemitic Incident:Harassment,,,,"An individual made threatening comments towards a Middle Eastern restaurant on their Instagram story with the caption: ""These MFs stole our food and act like fake Yahood.""",
1486,65938,6/12/2024,Issaquah,WA,Antisemitic Incident:Harassment,,,,"A middle school student bullied a Jewish classmate and repeatedly yelled, ""Free Palestine, Free Hamas"" at them.",
1487,65939,6/12/2024,Gaithersburg,MD,Antisemitic Incident:Vandalism,,,,"Graffiti was written in the parking lot of a store that read: ""Zionists are bastards.""",
1488,65944,6/12/2024,Brooklyn,NY,Antisemitic Incident:Harassment,,,,"An individual in a car pulled up next to a Jewish person, asked if they were Jewish, and then yelled, ""Fuck the Jews.""",
1489,66114,6/12/2024,Philadelphia,PA,Antisemitic Incident:Vandalism,,,,A swastika was painted on the front porch of a home.,
1490,66161,6/12/2024,Fairhope,AL,Antisemitic Incident:Harassment,Right Wing (White Supremacist),,Patriot Front (PF),"Patriot Front, a white supremacist group, posted stickers that read: ""United we stand,"" ""No Zionists in government, we serve one nation,"" ""Revolution is tradition"" and ""For a new American nation state.""",
